"idő","kút","latitude","longitude","Év","Hónap","Cu","Ni","Co","Cr","Cd","Pb","Zn","As","NH4","PO4","NO3","NO2","pH","T","Vez.kép","logcu","logni","logco","logcr","logcd","logpb","logzn","logas","lognh4","logpo4","logno3","logno2","logvezkep","FAC1_1","FAC2_1","FAC3_1","FAC4_1","FAC5_1"
"186.00","17.00","46.24668368","20.12573274","2.0","4.0","204.5","4.52","0.34","1.33","0.17","20.6","1027.0","0.86","5.14","74.4","32431.75","20.38","8.24","12.3","1142.0","5.320567975482857","1.5085119938441398","-1.0788096613719298","0.28517894223366247","-1.7719568419318752","3.0252910757955354","6.934397209928558","-0.15082288973458366","1.6370530794670737","4.309455941839047","10.38689316022596","3.0145540277945786","7.040536390215956","1.2654232084679058","0.3673136020289218","-2.314546397603462","-0.3198999551775774","-1.2788273473116742"
"187.00","18.00","46.23883960","20.11346484","2.0","4.0","142.9","4.19","0.22","1.08","0.17","11.94","1331.0","","79.74","80.35","50256.83","118.89","7.64","13.4","1336.0","4.9621450849358215","1.4327007339340465","-1.5141277326297755","0.0769610411361284","-1.7719568419318752","2.479894107964456","7.193685818395112","","4.378771341953209","4.386392092183521","10.824901737082993","4.778198695870453","7.197435354096591","","","","",""
"188.00","19.00","46.23053857","20.10034707","2.0","4.0","5.62","2.15","0.14","1.01","0.17","6.38","35.23","0.41","4.62","172.29","42414.04","21.81","7.35","11.3","1824.0","1.7263316639055997","0.7654678421395714","-1.9661128563728327","0.009950330853168092","-1.7719568419318752","1.8531680973566984","3.561897992353146","-0.8915981192837836","1.5303947050936475","5.149179103544315","10.655234718483396","3.0823685802135374","7.508787170634276","-0.6634258786484997","0.022786087155734557","-1.2478547356125729","0.6820049755772603","-1.0511183128017285"
"189.00","20.00","46.24153422","20.13221898","2.0","4.0","176.5","5.77","0.32","0.69","0.52","4.05","1455.0","0.68","28.4","48.47","48411.35","14.47","7.54","11.9","1852.0","5.173320876373351","1.7526720805200082","-1.1394342831883648","-0.37106368139083207","-0.6539264674066639","1.3987168811184478","7.282761179605593","-0.3856624808119846","3.3463891451671604","3.8809450498572846","10.787489569345158","2.6720775406433925","7.524021415206125","0.6355030609094979","0.17177473851955766","-0.9981960435467698","0.012846012532869752","-1.2837496342817336"
"190.00","21.00","46.24300451","20.14320387","2.0","4.0","648.1","3.22","0.27","0.9","0.3","5.86","1487.0","","50.57","80.64","2346.94","14.94","8.6","12.4","1920.0","6.474045005433671","1.169381359556317","-1.3093333199837622","-0.10536051565782628","-1.2039728043259361","1.7681496035889213","7.304515946460155","","3.9233585150918917","4.3899948043230586","7.760867630973755","2.7040421797046714","7.560080465021827","","","","",""
"191.00","22.00","46.24557979","20.15097325","2.0","4.0","833.5","17.27","2.15","1.67","1.03","24.19","4755.0","","1205.15","3484.51","52932.47","816.52","7.31","17.2","5020.0","6.725633702190849","2.848970892158587","0.7654678421395714","0.5128236264286637","0.02955880224154443","3.185939324621936","8.46695197497949","","7.094359319505399","8.156082710726658","10.876772229170378","6.705051406905383","8.521185212685776","","","","",""
"192.00","23.00","46.24840638","20.15806068","2.0","4.0","44.17","3.22","0.9","1.5","0.95","1.79","105.6","21.66","10361.57","179.17","100.0","48.48","7.26","16.5","1455.0","3.7880458256084353","1.169381359556317","-0.10536051565782628","0.4054651081081644","-0.05129329438755058","0.5822156198526637","4.659658371272161","3.0754672415728446","9.245859048733326","5.188335075811806","4.605170185988092","3.881151341761059","7.282761179605593","-0.42682553236543913","-0.22965043881880032","1.0608067283820077","-2.1600930104741805","1.101604367416596"
"193.00","24.00","46.25172895","20.16445487","2.0","4.0","54.98","3.35","0.59","0.77","0.26","5.9","2539.0","","484.95","138.04","567151.21","317.39","7.27","13.9","4090.0","4.0069694827371","1.208960345836975","-0.527632742082372","-0.2613647641344075","-1.3470736479666092","1.7749523509116738","7.839525581704678","","6.184045792839552","4.927543498229802","13.248381231459302","5.760131301609848","8.316300249036848","","","","",""
"194.00","25.00","46.24005589","20.18297373","2.0","4.0","0.22","1.65","0.1","1.16","0.28","2.24","11.27","","6359.79","38.17","100.0","14.51","7.25","14.8","1955.0","-1.5141277326297755","0.5007752879124892","-2.3025850929940455","0.14842000511827322","-1.2729656758128873","0.8064758658669485","2.422144328051685","","8.75775063692111","3.6420498667571386","4.605170185988092","2.6748380668960965","7.578145472419466","","","","",""
"195.00","26.00","46.23663514","20.17605732","2.0","4.0","1.87","2.8","1.42","1.02","1.12","1.3","7.7","26.57","12837.86","41.55","100.0","33.97","7.25","14.4","2466.0","0.6259384308664954","1.0296194171811581","0.35065687161316933","0.01980262729617973","0.11332868530700327","0.26236426446749106","2.0412203288596382","3.279782759771722","9.460153896686853","3.7268975213014572","4.605170185988092","3.5254777821724925","7.81035268372429","-1.8661044721809676","-0.006595061290770365","1.4033439479461318","-1.6278576304672812","0.42910741537369224"
"196.00","27.00","46.22037611","20.16340414","2.0","4.0","45.71","4.15","1.02","0.56","0.37","5.98","1064.0","","2398.5","525.22","527.47","63.72","7.68","12.3","7540.0","3.822317092343653","1.423108334242607","0.01980262729617973","-0.579818495252942","-0.9942522733438669","1.7884205679625405","6.96979066990159","","7.782598820942119","6.263817222434739","6.268091991695031","4.154498485041848","8.927977461002001","","","","",""
"197.00","28.00","46.25197526","20.15110145","2.0","4.0","192.3","6.78","0.53","0.59","0.4","18.99","1069.0","","611.92","99.29","204303.33","160.97","7.15","13.8","6510.0","5.259056652594734","1.9139771019523042","-0.6348782724359695","-0.527632742082372","-0.916290731874155","2.9439125248241944","6.974478911025045","","6.41660155501361","4.598044861045503","12.227361080232349","5.081218012218138","8.781094735202615","","","","",""
"198.00","1.00","46.26445781","20.07529457","2.0","5.0","24.61","11.21","0.18","3.82","0.3","3.01","195.4","","143.43","98.1","39119.36","125.18","8.29","14.1","2082.0","3.2031528644029645","2.4168062370840686","-1.7147984280919266","1.3402504226184837","-1.2039728043259361","1.1019400787607843","5.275048739608683","","4.965847111306122","4.585987366571318","10.574372764096728","4.829752701496555","7.641084249174914","","","","",""
"199.00","2.00","46.27994942","20.09128970","2.0","5.0","4.08","16.88","1.04","3.03","0.21","","23.19","","104.41","16.34","21.16","20.45","7.41","12.0","1581.0","1.4060969884160703","2.826129489167811","0.03922071315328133","1.1085626195212777","-1.5606477482646683","","3.1437211512674406","","4.648325456302019","2.7936160894318567","3.052112606990099","3.017982882488811","7.365812837209472","","","","",""
"200.00","3.00","46.27069589","20.11667412","2.0","5.0","5.53","14.61","1.81","2.96","0.21","","15.62","","136.61","246.15","100.0","7.37","7.64","12.9","1667.0","1.7101878155342434","2.681706225762608","0.5933268452777344","1.085189268335969","-1.5606477482646683","","2.7485521444115397","","4.917130150899396","5.50594110620421","4.605170185988092","1.9974177062012453","7.418780882750794","","","","",""
"201.00","4.00","46.27920246","20.12871370","2.0","5.0","8.71","15.06","0.97","2.9","0.26","2.78","162.6","","118.04","59.6","3721.06","40.29","7.84","7.84","4660.0","2.1644717908644115","2.7120422223717475","-0.030459207484708574","1.0647107369924282","-1.3470736479666092","1.0224509277025455","5.0912931971137105","","4.771023550074739","4.087655574071304","8.221763852914282","3.696103299203256","8.446770727119691","","","","",""
"202.00","5.00","46.27494389","20.13112318","2.0","5.0","18.76","10.59","0.56","2.48","0.15","","75.68","","41.04","47.45","282896.49","315.92","8.05","14.0","3720.0","2.9317269435780786","2.359910159613315","-0.579818495252942","0.9082585601768908","-1.8971199848858813","","4.326513924743623","","3.714547200862514","3.859676525055937","12.55283635000166","5.755489016978394","8.221478947267192","","","","",""
"203.00","6.00","46.26920020","20.15307660","2.0","5.0","4.19","9.53","2.05","2.48","0.28","","12.68","","93.84","0.0","89955.64","65.5","7.23","15.5","10300.0","1.4327007339340465","2.254444717666111","0.7178397931503168","0.9082585601768908","-1.2729656758128873","","2.5400259490090797","","4.54159120434522","","11.407071938913855","4.182050142641207","9.239899174217728","","","","",""
"204.00","7.00","46.26934011","20.16596127","2.0","5.0","21.62","13.7","0.49","4.34","0.32","","661.3","","127.81","208.6","98293.36","15.53","7.68","14.1","3560.0","3.073618812211062","2.617395832834079","-0.7133498878774648","1.4678743481123135","-1.1394342831883648","","6.494207594680617","","4.850544786143623","5.340418542566672","11.495711755532302","2.7427736371605955","8.177515823846075","","","","",""
"205.00","8.00","46.27819983","20.16376994","2.0","5.0","4.11","12.9","0.6","2.03","0.13","","17.97","","45.84","13.02","304145.32","147.94","7.24","13.7","5290.0","1.4134230285081433","2.5572273113676265","-0.5108256237659907","0.7080357930536959","-2.0402208285265546","","2.8887037007954675","","3.8251570724064843","2.5664866367804233","12.625260892485967","4.996806786159722","8.573573524852344","","","","",""
"206.00","9.00","46.28459488","20.18732313","2.0","5.0","8.0","15.4","1.11","2.94","0.32","1.24","29.75","","248.78","116.99","769.8","23.57","7.32","14.6","1149.0","2.0794415416798357","2.7343675094195836","0.10436001532424286","1.0784095813505903","-1.1394342831883648","0.2151113796169455","3.392829131991639","","5.516568971781819","4.76208846105951","6.646130740849646","3.1599747169480397","7.046647277848756","","","","",""
"207.00","10.00","46.26497689","20.18209410","2.0","5.0","84.74","10.32","0.98","2.68","0.4","2.19","948.3","","100.33","44.16","36050.28","493.24","7.16","14.3","2587.0","4.439587745198413","2.334083760053417","-0.020202707317519466","0.9858167945227654","-0.916290731874155","0.7839015438284094","6.854670907889681","","4.608464752937522","3.78781940196884","10.492669909673223","6.20099587100233","7.8582541821860294","","","","",""
"208.00","11.00","46.25678531","20.19530116","2.0","5.0","164.5","15.03","1.21","3.09","0.42","6.4","1348.0","","98.68","49.21","126984.45","627.87","7.23","14.5","2337.0","5.1029105702054265","2.710048203764883","0.1906203596086497","1.128171090909654","-0.8675005677047231","1.8562979903656263","7.206377291472252","","4.591882291661156","3.8960968548778867","11.751819916999342","6.442333138669996","7.756623334538858","","","","",""
"209.00","12.00","46.26211163","20.16404530","2.0","5.0","1.0","8.07","0.11","1.94","0.4","","12.85","","139.14","0.0","502875.89","88.32","7.11","13.1","17490.0","0.0","2.0881534822818573","-2.2072749131897207","0.6626879730752367","-0.916290731874155","","2.553343811341229","","4.935480620495495","","13.128098679074037","4.480966582528785","9.769384568012647","","","","",""
"210.00","13.00","46.26236168","20.15206926","2.0","5.0","91.32","9.95","0.59","2.33","0.29","","1379.0","","252.1","882.25","590592.39","105.65","7.16","16.2","4310.0","4.514369821661595","2.2975725511705014","-0.527632742082372","0.8458682675776092","-1.2378743560016174","","7.229113877793302","","5.529825834193874","6.78247546255538","13.288881363007455","4.660131744062066","8.368693183097793","","","","",""
"211.00","14.00","46.25827456","20.15745932","2.0","5.0","14.62","14.38","1.15","2.96","0.18","","144.8","","107.52","240.79","4452.63","128.37","7.74","15.7","1414.0","2.6823904543216326","2.6658383522929006","0.13976194237515863","1.085189268335969","-1.7147984280919266","","4.975353479951616","","4.677676876774839","5.483925184333142","8.401250211817882","4.854916719096835","7.254177846456518","","","","",""
"212.00","15.00","46.25394843","20.13878553","2.0","5.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"213.00","16.00","46.25061985","20.13224626","2.0","5.0","125.0","10.68","1.6","2.2","0.36","0.24","3043.0","","223.42","1436.09","516195.96","1321.26","7.37","14.2","7600.0","4.8283137373023015","2.3683728335320486","0.47000362924573563","0.7884573603642703","-1.0216512475319814","-1.4271163556401458","8.02059914989697","","5.409053408142702","7.269679421738938","13.154241739812157","7.1863411057461555","8.935903526274423","","","","",""
"214.00","17.00","46.24668368","20.12573274","2.0","5.0","152.6","12.34","0.65","2.71","0.43","48.78","2054.0","","103.31","43.61","32077.96","199.08","7.89","15.5","2314.0","5.027820118850356","2.5128460184772416","-0.4307829160924542","0.9969486348916096","-0.843970070294529","3.887320392787774","7.627544390488503","","4.637734176861354","3.775286481854675","10.375924468936011","5.293706753990353","7.746732907753622","","","","",""
"215.00","18.00","46.23883960","20.11346484","2.0","5.0","14.69","7.59","0.13","1.82","0.14","1.55","615.7","","103.66","46.73","48630.2","50.88","7.62","16.5","1432.0","2.6871669901857858","2.0268315914075385","-2.0402208285265546","0.598836501088704","-1.9661128563728327","0.4382549309311553","6.422759831917165","","4.641116312761561","3.844386356712335","10.792000016077015","3.9294699190318667","7.266827347520591","","","","",""
"216.00","19.00","46.23053857","20.10034707","2.0","5.0","2.77","5.85","0.15","1.75","0.24","0.26","25.53","","100.08","46.16","32190.6","21.87","7.24","14.4","1830.0","1.0188473201992472","1.766441661243765","-1.8971199848858813","0.5596157879354227","-1.4271163556401458","-1.3470736479666092","3.2398542312533927","","4.605969866158656","3.832113622199844","10.379429763448128","3.0851158346886765","7.512071245835466","","","","",""
"217.00","20.00","46.24153422","20.13221898","2.0","5.0","36.5","13.31","0.49","2.48","0.55","0.64","1438.0","","88.61","33.31","53983.03","25.57","7.4","15.4","1887.0","3.597312260588446","2.58851563240702","-0.7133498878774648","0.9082585601768908","-0.5978370007556204","-0.4462871026284195","7.271008538280992","","4.484244718059211","3.5058576522055884","10.896425016897364","3.2414197893030954","7.54274354536855","","","","",""
"218.00","21.00","46.24300451","20.14320387","2.0","5.0","77.09","10.46","0.68","2.73","0.28","4.36","538.3","","243.99","49.29","17719.84","61.59","7.97","15.0","1904.0","4.344973570471171","2.347558458636777","-0.3856624808119846","1.0043016091968684","-1.2729656758128873","1.472472057360943","6.288416025566912","","5.497127240846794","3.8977212207172864","9.782440194772935","4.120499519698952","7.55171221535131","","","","",""
"219.00","22.00","46.24557979","20.15097325","2.0","5.0","1164.0","26.21","1.27","3.03","1.14","26.87","7258.0","0.34","312.7","3119.26","22449.03","705.98","6.87","16.4","5830.0","7.059617628291383","3.266141017335315","0.23901690047049992","1.1085626195212777","0.131028262406404","3.2910104226273997","8.889859587773016","-1.0788096613719298","5.745244264463795","8.045351073184845","10.019002685109998","6.559586908480082","8.670772279344538","1.7984356027063366","0.44482842037225445","0.958392548439805","0.6405399476774389","1.0777314653471748"
"220.00","23.00","46.24840638","20.15806068","2.0","5.0","39.99","15.3","1.51","3.88","0.85","0.85","115.8","12.18","10309.5","178.49","100.0","10.46","7.11","16.5","1924.0","3.688629422858727","2.72785282839839","0.412109650826833","1.355835153635182","-0.16251892949777494","-0.16251892949777494","4.751864565138895","2.4997952622817508","9.24082107922977","5.184532577241416","4.605170185988092","2.347558458636777","7.562161631225652","-0.65550864851249","0.6960149806582684","1.1789602003500617","-2.0802407331923947","1.08062801212692"
